QD_first10_mean,QD_last10_mean,QD_delta,QD_slope,QD_min,QD_std,QC_slope,QC_minus_QD,IR_first10_mean,IR_last10_mean,IR_delta,IR_slope,Tmax_mean,Tmax_slope,Tmax_max,Tavg_mean,Tavg_slope,T_range_mean,CT_first10_mean,CT_last10_mean,CT_delta,CT_slope,CT_std,EE_mean,EE_slope,V0_mean,V0_std,V99_mean,V_mean_shift,Q_activation,ID,ID_clean,Cycle_Life,C_Rate,key,dQ_3.5V,dQ_3.45V,dQ_3.4V,dQ_3.35V,dQ_3.3V,dQ_3.25V,dQ_3.2V,dQ_3.15V,dQ_3.1V,Q_slope_cyc2,Q_slope_cyc10,Q_slope_cyc50,Q_slope_cyc99,TTI_first10,TTI_last10,TTI_slope,EE_last10,EE_delta,CE_mean,CE_slope
1.1372059600000002,1.03384416,0.1033618000000002,-0.000699583860786,1.0331545,0.0889227386776241,-0.0003922579591959,-0.005159997,0.0188012978062033,0.0167287128046155,-0.0020725850015878,-1.3236462345646963e-05,35.31101085662842,0.0125552581732172,37.40242767333984,32.42682134628296,0.0033650678719911,5.164973125457764,3878.4,627.2,3251.2,-19.291785178517834,3250.0354449759457,0.8705347157942329,-0.000376515406749,3.15,0.2022747675534982,3.15,0.0,-0.7095391600000003,FastCharge_000000_CH19,FastCharge_000000_CH19,491,4,FastCharge_000000_CH19,-7.09241763e-05,-0.0002688133263692,-0.0002705079853499,5.1737590279933056e-05,0.0001097127082467,0.0003586907843426,0.0020006792116359,0.0409031526909033,0.0526921783817039,0.0414505401469052,0.0434965230390534,0.041979485611384,0.0357935795490407,5665.337160644531,1938.9640861002604,-22.09787030280174,0.8606665559451268,0.0535204687900321,1.0036374967949953,-0.000216850878525
1.11784171,1.05491843,0.0629232799999999,-0.0004514962370237,1.054091,0.0501424436308251,-0.0001575317677767,-0.005184808,0.0139746360480785,0.0141499069519341,0.0001752709038555,1.967905009343702e-06,37.91038208007812,0.0043534618049206,38.31761169433594,34.86784553527832,0.0084340385027271,5.953818511962891,10700.8,588.8,10112.0,-59.98372637263721,10052.738632949731,0.8825652110419143,-0.0003014658064475,3.15,0.2022747675534982,3.15,0.0,-0.3968465799999998,FastCharge_000001_CH30,FastCharge_000001_CH30,773,7,FastCharge_000001_CH30,5.6367406696089455e-05,-0.00062175665,-0.0003286101999999,-0.0005575796,-0.0003873075787917,-0.0005158988952635,-0.0012408937978643,0.0134456266198734,0.0252131456653125,0.0514460072881482,0.0526175891249346,0.0518654178604953,0.0490952343489299,6862.078845621744,1502.888468424479,-32.2329514537391,0.8756914587557418,0.0454114597573835,1.0048600139396455,-0.0002754490749468
1.1153778,1.0672835400000005,0.0480942599999998,-0.0002908993873387,1.0636606000000002,0.0487177325246975,4.24164656465492e-06,-0.0049301329999999,0.0153808349743485,0.0152620146982371,-0.0001188202761113,-8.111419209284759e-07,35.080399627685544,0.005352076253768,35.73020935058594,33.04421615600586,0.0034427091390779,3.90829330444336,10739.2,512.0,10227.2,-61.175781578157775,10067.43101578551,0.8816833709780397,-0.0002854300090538,3.15,0.2022747675534982,3.15,0.0,-0.3939853,FastCharge_000002_CH18,FastCharge_000002_CH18,829,5,FastCharge_000002_CH18,1.220661e-06,-0.0005324134899999,-0.0001791508696977,-0.0003222665238975,-0.0002574217805531,-0.0005040354464846,-0.0021118572100944,-0.010729614626279,0.0008865464236592,0.0483676201206547,0.05095995677511,0.050963747269158,0.048885911486681,6944.467848307291,1547.823752034505,-32.123397934642085,0.8749780388594225,0.044392498533447,1.0046420906751212,-0.0002778852345275
1.0970701699999998,1.05032945,0.0467407199999998,-0.0002767598979897,1.0451530999999998,0.0484877922522476,1.820501710171008e-05,-0.0049229849999999,0.015682990476489,0.0155659073032438,-0.0001170831732451,-3.201132900107547e-07,37.22922679901123,0.0072410341543797,37.87106323242188,34.65985679626465,0.0048045269462248,5.242103462219238,10739.2,601.6,10137.6,-60.1803540354035,10065.078459227234,0.8809529065742009,-0.0002851098996078,3.15,0.2022747675534982,3.15,0.0,-0.3927657600000001,FastCharge_000002_CH34,FastCharge_000002_CH34,826,5,FastCharge_000002_CH34,2.7110798999999995e-05,0.0001791271,-0.0005140266208852,-0.0002737503368112,-0.0003540968517396,-0.0007460844403227,-0.0031034396500984,-0.0154531284564166,-0.0015334875828119,0.0458681251387897,0.0484146737571795,0.0485775677402269,0.0468479638114303,6851.172712809246,1569.6254752604166,-31.34643179623137,0.8746260816517474,0.0439604293178488,1.004715793295608,-0.0002825344916008
1.1102703000000005,1.0612354000000002,0.0490349000000001,-0.0002997756741674,1.0594152,0.0485621649036994,-7.821165316531487e-06,-0.004921183,0.0154731000773608,0.015338665433228,-0.0001344346441328,-6.677228046489773e-07,34.28350646972656,0.0029243222478986,34.695709228515625,33.09051904678345,0.0040369379459614,2.70548454284668,10700.8,588.8,10112.0,-59.91920792079205,10065.605854711384,0.8855992943347623,-0.0002592535647637,3.15,0.2022747675534982,3.15,0.0,-0.3917759399999998,FastCharge_000002_CH42,FastCharge_000002_CH42,1285,5,FastCharge_000002_CH42,-8.119373000000017e-07,-1.0851999999999995e-05,-0.0001712660508906,-0.0002432062344175,-0.0004325300555724,-0.0008111463203077,-0.0038261833276747,-0.0171167758033119,-0.0033591270610171,0.0499086527719754,0.0519637652805719,0.0521937854842724,0.0511191328810464,6755.913828531901,1429.1952457682291,-31.801572966549564,0.880550451268082,0.0412607976782484,1.0046505601448323,-0.000275900555133
1.1206345699999998,1.07261617,0.0480183999999999,-0.0002863470411041,1.0691668,0.0488709400720637,9.921441344134792e-06,-0.0051823959999999,0.0158875992521643,0.0156672224402427,-0.0002203768119215,-3.264964553433998e-06,36.928730163574215,0.0212500337863377,38.63473510742188,33.86083618164062,0.0142685743641502,6.124258823394776,10688.0,588.8,10099.2,-59.96452445244521,10051.812779792506,0.8810745061119516,-0.0002483967255385,3.15,0.2022747675534982,3.15,0.0,-0.3948954400000002,FastCharge_000002_CH7,FastCharge_000002_CH7,1047,5,FastCharge_000002_CH7,-7.0107663e-05,-2.550416421525075e-05,0.0004990965918927,0.0003674048934615,-0.0001811243995587,-0.0002777415061355,-0.001070324465335,-0.0185729368491473,-0.0176361798254168,0.0462481305741872,0.0479474132869611,0.047575844936662,0.0484096401611625,6838.996878255208,1606.5433459472656,-30.931814237478424,0.8769360059142901,0.0418147541551201,1.0048572859219715,-0.0002777413268175
1.13829594,1.0796069300000002,0.0586890099999997,-0.0003532210843084,1.0739927,0.0597813761648832,-4.320285268527012e-05,-0.0052558549999999,0.0169755518436431,0.016941631399095,-3.392044454813073e-05,7.785309274883198e-07,36.07005844116211,0.0093847962524524,37.24092483520508,32.64126234054565,0.0039474965143303,6.087929534912109,9088.0,665.6,8422.4,-50.08321632163214,8404.212922957155,0.8749491819150417,-0.0003238069698493,3.15,0.2022747675534982,3.15,0.0,-0.4832661600000001,FastCharge_000003_CH39,FastCharge_000003_CH39,743,7,FastCharge_000003_CH39,-6.86361297e-05,-0.0003332896271671,8.068793791366413e-05,0.0002515957768788,7.574275969288863e-05,0.0001504353986196,0.0005647561628197,0.0059754374997021,0.0129487815198821,0.0424815976734934,0.0436829817294629,0.0433895097695102,0.0412838838726519,5845.770950186668,1682.2202754133334,-24.78337010582977,0.8671022465604834,0.0482462028122285,1.0045452859821675,-0.00026796812395
1.13288294,1.07412516,0.0587577799999998,-0.0003508216099609,1.0681152,0.0599669168844044,-4.073225022502077e-05,-0.0053029399999999,0.0170516327023506,0.0170834247022867,3.17919999361059e-05,1.433807713846547e-06,34.86816596984863,0.0083550333640542,36.07556915283203,32.07764303207397,0.0031613167763614,5.059268054962158,9100.8,640.0,8460.8,-50.26832283228322,8417.190753784778,0.8791341312096453,-0.0003380850226536,3.15,0.2022747675534982,3.15,0.0,-0.48494346,FastCharge_000003_CH40,FastCharge_000003_CH40,704,7,FastCharge_000003_CH40,-1.1035272e-06,-0.00044723635,-1.2571246929160562e-05,0.0005590490981585,0.0001716849752435,0.0003897730477945,0.0015106438970431,0.0179487437334027,0.024340570265352,0.0462665805418899,0.0474959448367839,0.047021197392698,0.0436760507142566,5812.125312320001,1660.0485672533334,-24.61295583834222,0.8705123460403232,0.0497042073306859,1.004609779013233,-0.0002692495037862
1.04666502,1.01144232,0.0352227,-0.0002764316663666,1.0066875,0.0241445458033398,-0.0001989578823882,-0.0014366609999999,0.0169976010918617,0.0172455256804823,0.0002479245886206,2.3941159753551805e-06,36.099465446472166,0.0007925800285716,37.95610427856445,31.853509540557862,-0.0004869705987627,7.046913452148438,1792.0,819.2,972.8,-5.784386438643858,991.1688905529676,0.8790442867090086,-0.0001169825965834,3.15,0.2022747675534982,3.15,0.0,-0.18684188,FastCharge_000004_CH1,FastCharge_000004_CH1,664,6,FastCharge_000004_CH1,-7.44625373e-05,0.0007540881953744,0.0002659942535868,0.0002120576191193,0.0014615226188169,0.0025357711020577,0.0081588982366284,0.0731186950342578,0.06358439315638,0.0451017308553254,0.041968067481856,0.0445368963294493,0.0369377514429855,2107.782852376302,1563.2611193847656,-3.403539057665524,0.8766235132879274,0.0158752117933317,1.0012897662655604,-6.875551429816857e-05
1.1000203300000002,1.0344937799999998,0.0655265500000004,-0.0003989928520852,1.0295508,0.065973600948909,5.764848256825284e-05,-0.0080309697999999,0.0169969232752919,0.0171319983899593,0.0001350751146674,1.5825478367322142e-06,36.196563720703125,-0.0020304087751304,39.04987335205078,32.50553827285766,-0.0033896795021604,6.240648078918457,2048.0,806.4,1241.6,-7.372769276927688,1245.0992339568754,0.8889306323689307,-0.0004695793440056,3.15,0.2022747675534982,3.15,0.0,-0.5328669000000001,FastCharge_000004_CH3,FastCharge_000004_CH3,1062,6,FastCharge_000004_CH3,-0.0001047549845999,-0.0005256085,0.0009946694952562,0.0014989787590206,0.0010035033859085,0.001881423403747,0.0070717113696592,0.050269080540136,0.018804853485999,0.0484785245196778,0.0508986465147552,0.0482801487974677,0.0444692073630722,2358.1150712076824,1666.6107779947918,-4.453490744411344,0.8807158696706757,0.0773909663421997,1.0085302801998937,-0.0004869875831799
