QD_first10_mean,QD_last10_mean,QD_delta,QD_slope,QD_min,QD_std,QC_slope,QC_minus_QD,IR_first10_mean,IR_last10_mean,IR_delta,IR_slope,Tmax_mean,Tmax_slope,Tmax_max,Tavg_mean,Tavg_slope,T_range_mean,CT_first10_mean,CT_last10_mean,CT_delta,CT_slope,CT_std,EE_mean,EE_slope,V0_mean,V0_std,V99_mean,V_mean_shift,Q_activation,ID,ID_clean,Cycle_Life,C_Rate
1.1372059600000002,1.03384416,0.10336180000000028,-0.000699583860786071,1.0331545,0.08892273867762411,-0.0003922579591959173,-0.005159997000000023,0.018801297806203366,0.0167287128046155,-0.002072585001587867,-1.3236462345646965e-05,35.31101085662842,0.01255525817321728,37.402427673339844,32.426821346282956,0.00336506787199115,5.164973125457764,3878.4,627.2,3251.2,-19.291785178517834,3250.0354449759457,0.8705347157942329,-0.000376515406749053,3.15,0.20227476755349824,3.15,0.0,-0.7095391600000003,FastCharge_000000_CH19,FastCharge_000000_CH19,491,4
1.1116882000000001,1.04501153,0.0666766700000001,-0.0004909731305130538,1.0439155,0.04985936377267988,-0.0002002887920792088,-0.0052068519999999814,0.013566148094832897,0.013825875613838435,0.0002597275190055377,2.6508173917887018e-06,36.977791442871094,0.008168313581235983,37.46143341064453,34.08226419448852,0.0032807405610861587,5.648667678833008,10688.0,614.4,10073.6,-59.90999099909988,10052.738632949733,0.8819963619895664,-0.0003098332471491423,3.15,0.20227476755349824,3.15,0.0,-0.3912497399999999,FastCharge_000001_CH16,FastCharge_000001_CH16,667,7
1.11784171,1.05491843,0.06292327999999991,-0.00045149623702370406,1.054091,0.05014244363082511,-0.0001575317677767772,-0.005184808000000012,0.013974636048078536,0.0141499069519341,0.00017527090385556325,1.967905009343702e-06,37.91038208007812,0.004353461804920664,38.31761169433594,34.86784553527832,0.008434038502727198,5.953818511962891,10700.8,588.8,10112.0,-59.98372637263721,10052.738632949733,0.8825652110419143,-0.0003014658064475399,3.15,0.20227476755349824,3.15,0.0,-0.39684657999999984,FastCharge_000001_CH30,FastCharge_000001_CH30,773,7
1.10126324,1.03540619,0.06585704999999997,-0.0004848654845484566,1.0341983000000001,0.04973507805883473,-0.0001928035547554743,-0.004899588000000013,0.013204857055097819,0.013570727780461311,0.00036587072536349227,4.051368205201468e-06,39.551568794250485,0.0027086824359314116,39.85648727416992,35.65866882324219,0.008453085939697378,7.362307777404785,10700.8,614.4,10086.4,-60.270987098709824,10053.001679975981,0.880699386038363,-0.00033161146541706285,3.15,0.20227476755349824,3.15,0.0,-0.39152049999999994,FastCharge_000001_CH38,FastCharge_000001_CH38,542,7
1.1161771999999999,1.06965162,0.046525579999999955,-0.00028274003600360203,1.0665728,0.04696234834003193,1.3008664866492921e-06,-0.005109249999999987,0.01534403134137392,0.015251168422400952,-9.286291897296801e-05,-4.364026304107766e-07,33.56264823913574,0.003983874385363192,34.06071472167969,32.182121715545655,0.003236189040199165,2.790156021118164,10726.4,588.8,10137.6,-60.14655865586554,10065.34248597632,0.8829421922974282,-0.00026780675680959816,3.15,0.20227476755349824,3.15,0.0,-0.3796257599999999,FastCharge_000002_CH10,FastCharge_000002_CH10,1010,5
1.1153778,1.0672835400000003,0.04809425999999983,-0.00029089938733873396,1.0636606000000002,0.04871773252469753,4.24164656465492e-06,-0.00493013299999999,0.015380834974348546,0.01526201469823718,-0.00011882027611136506,-8.111419209284759e-07,35.080399627685544,0.005352076253768062,35.73020935058594,33.04421615600586,0.0034427091390779006,3.9082933044433594,10739.2,512.0,10227.2,-61.175781578157775,10067.43101578551,0.8816833709780397,-0.0002854300090538216,3.15,0.20227476755349824,3.15,0.0,-0.3939853,FastCharge_000002_CH18,FastCharge_000002_CH18,829,5
1.1150622300000002,1.0667071900000002,0.048355039999999905,-0.0002935326498649858,1.063777,0.048468647948210604,-3.224620462039096e-07,-0.005459863999999985,0.015347448270767927,0.015312900952994823,-3.454731777310406e-05,1.7349141323814516e-07,35.734293365478514,0.0066241007798289436,36.23225402832031,33.08982395172119,0.003555626810544915,4.955961627960205,10726.4,640.0,10086.4,-59.866978697869754,10077.151170762496,0.8833204057712633,-0.00028523785986240684,3.15,0.20227476755349824,3.15,0.0,-0.39141884000000027,FastCharge_000002_CH2,FastCharge_000002_CH2,814,5
1.0970701699999998,1.05032945,0.04674071999999985,-0.0002767598979897928,1.0451530999999998,0.04848779225224762,1.820501710171008e-05,-0.004922984999999988,0.015682990476489068,0.015565907303243875,-0.00011708317324519296,-3.2011329001075467e-07,37.22922679901123,0.007241034154379752,37.871063232421875,34.65985679626465,0.004804526946224881,5.242103462219238,10739.2,601.6,10137.6,-60.1803540354035,10065.078459227234,0.8809529065742009,-0.00028510989960788344,3.15,0.20227476755349824,3.15,0.0,-0.3927657600000001,FastCharge_000002_CH34,FastCharge_000002_CH34,826,5
1.1102703000000003,1.0612354000000002,0.0490349000000001,-0.0002997756741674144,1.0594152000000001,0.04856216490369944,-7.821165316531487e-06,-0.004921183000000011,0.015473100077360868,0.015338665433228016,-0.0001344346441328522,-6.677228046489773e-07,34.28350646972656,0.002924322247898648,34.695709228515625,33.09051904678345,0.004036937945961405,2.70548454284668,10700.8,588.8,10112.0,-59.919207920792054,10065.605854711383,0.8855992943347623,-0.0002592535647637611,3.15,0.20227476755349824,3.15,0.0,-0.3917759399999998,FastCharge_000002_CH42,FastCharge_000002_CH42,1285,5
1.12007287,1.07138131,0.04869155999999997,-0.0002960685088508807,1.0691597,0.048532975856190805,-4.001504350440234e-06,-0.005074342999999979,0.01595651376992464,0.01582742165774107,-0.00012909211218356878,-5.767065579025973e-07,37.73136436462402,0.008015428297590672,38.268310546875,34.71371421813965,0.006514749512670872,6.315143394470215,10700.8,614.4,10086.4,-60.0129132913291,10053.001679975983,0.883519511288132,-0.00026456638422096357,3.15,0.20227476755349824,3.15,0.0,-0.39147600000000016,FastCharge_000002_CH47,FastCharge_000002_CH47,1936,5
