dQ_3.5V,dQ_3.45V,dQ_3.4V,dQ_3.35V,dQ_3.3V,dQ_3.25V,dQ_3.2V,dQ_3.15V,dQ_3.1V,Q_slope_cyc2,Q_slope_cyc10,Q_slope_cyc50,Q_slope_cyc99,TTI_first10,TTI_last10,TTI_slope,EE_last10,EE_delta,CE_mean,CE_slope,ID_clean
-7.09241763e-05,-0.00026881332636923385,-0.0002705079853499593,5.1737590279933056e-05,0.00010971270824673869,0.00035869078434261695,0.002000679211635971,0.04090315269090336,0.052692178381703925,0.04145054014690523,0.04349652303905344,0.04197948561138409,0.03579357954904077,5665.337160644531,1938.9640861002604,-22.09787030280174,0.8606665559451268,0.05352046879003214,1.0036374967949953,-0.00021685087852507884,FastCharge_000000_CH19
5.6367406696089455e-05,-0.00062175665,-0.00032861019999999965,-0.000557579600000001,-0.00038730757879175924,-0.000515898895263562,-0.0012408937978643994,0.013445626619873474,0.02521314566531252,0.051446007288148216,0.05261758912493467,0.05186541786049531,0.04909523434892998,6862.078845621744,1502.888468424479,-32.2329514537391,0.8756914587557418,0.04541145975738359,1.0048600139396455,-0.0002754490749468305,FastCharge_000001_CH30
1.220661e-06,-0.0005324134899999997,-0.0001791508696977421,-0.00032226652389752506,-0.0002574217805531142,-0.0005040354464846998,-0.002111857210094485,-0.010729614626279027,0.0008865464236592624,0.048367620120654736,0.050959956775110095,0.050963747269158005,0.04888591148668109,6944.467848307291,1547.823752034505,-32.123397934642085,0.8749780388594225,0.04439249853344707,1.0046420906751212,-0.00027788523452752095,FastCharge_000002_CH18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53666.28388264975,53666.28388264975,0.0,1.2878026757632968,0.0,1.4632744611150805,0.0,FastCharge_000002_CH26
2.7110798999999995e-05,0.0001791271000000001,-0.0005140266208852324,-0.00027375033681121055,-0.00035409685173965096,-0.0007460844403227307,-0.003103439650098412,-0.015453128456416693,-0.0015334875828119654,0.045868125138789774,0.04841467375717957,0.04857756774022691,0.04684796381143037,6851.172712809246,1569.6254752604166,-31.34643179623137,0.8746260816517474,0.043960429317848826,1.0047157932956081,-0.0002825344916008252,FastCharge_000002_CH34
-8.119373000000017e-07,-1.0851999999999997e-05,-0.0001712660508906079,-0.00024320623441759226,-0.00043253005557246545,-0.0008111463203077894,-0.00382618332767478,-0.017116775803311945,-0.003359127061017153,0.04990865277197544,0.051963765280571964,0.05219378548427246,0.05111913288104648,6755.913828531901,1429.1952457682291,-31.801572966549564,0.880550451268082,0.04126079767824842,1.0046505601448323,-0.0002759005551330964,FastCharge_000002_CH42
-7.0107663e-05,-2.550416421525075e-05,0.0004990965918927085,0.0003674048934615478,-0.00018112439955871897,-0.0002777415061355898,-0.0010703244653350735,-0.018572936849147376,-0.017636179825416876,0.046248130574187224,0.047947413286961144,0.04757584493666209,0.048409640161162504,6838.996878255208,1606.5433459472656,-30.931814237478424,0.8769360059142901,0.04181475415512015,1.0048572859219715,-0.00027774132681757606,FastCharge_000002_CH7
-6.86361297e-05,-0.00033328962716716473,8.068793791366413e-05,0.00025159577687880377,7.574275969288863e-05,0.00015043539861964855,0.000564756162819792,0.005975437499702113,0.012948781519882158,0.0424815976734934,0.04368298172946299,0.043389509769510205,0.041283883872651916,5845.7709501866675,1682.2202754133334,-24.783370105829775,0.8671022465604834,0.04824620281222858,1.0045452859821675,-0.00026796812395008966,FastCharge_000003_CH39
-1.1035272e-06,-0.00044723635000000006,-1.2571246929160562e-05,0.0005590490981585748,0.0001716849752435804,0.0003897730477945664,0.0015106438970431818,0.017948743733402772,0.02434057026535208,0.046266580541889965,0.04749594483678392,0.047021197392698014,0.043676050714256676,5812.125312320001,1660.0485672533334,-24.61295583834222,0.8705123460403232,0.04970420733068592,1.0046097790132327,-0.0002692495037862185,FastCharge_000003_CH40
-7.44625373e-05,0.000754088195374468,0.00026599425358689744,0.00021205761911935895,0.0014615226188169645,0.0025357711020577607,0.008158898236628402,0.07311869503425786,0.06358439315638009,0.0451017308553254,0.041968067481856074,0.04453689632944936,0.03693775144298553,2107.782852376302,1563.2611193847656,-3.4035390576655233,0.8766235132879274,0.015875211793331734,1.0012897662655604,-6.875551429816857e-05,FastCharge_000004_CH1
